Time,Temperature,Humidity,Pressure
2025-02-03 16:50:15,25.739453125,13.905658596876126,898.3769174863763
2025-02-03 16:50:30,25.7033203125,13.961250936732519,898.3861807101032
2025-02-03 16:50:45,25.6982421875,13.966899531904744,898.3758678391011
2025-02-03 16:51:01,25.6724609375,13.944317970356428,898.4322580296035
2025-02-03 16:51:16,25.636328125,13.935920756003753,898.364835748031
2025-02-03 16:51:32,25.60546875,14.05080519821497,898.4020288423999
2025-02-03 16:51:47,25.60546875,14.056767398196127,898.3792444044826
2025-02-03 16:52:02,25.6001953125,13.84243808641444,898.3935431826575
2025-02-03 16:52:18,25.584765625,14.076234327787821,898.3936494615962
2025-02-03 16:52:33,25.55390625,13.904308296934179,898.3839931483889
2025-02-03 16:52:49,25.533203125,13.823080423342653,898.3799346977826
2025-02-03 16:53:04,25.5177734375,14.15032576450317,898.3988366192331
2025-02-03 16:53:20,25.4919921875,13.89654858867025,898.3857398105997
2025-02-03 16:53:35,25.4712890625,13.92230850370921,898.3528506876874
2025-02-03 16:53:50,25.4146484375,13.948706432655008,898.35242098108
2025-02-03 16:54:06,25.378515625,14.15983506106417,898.4068609005666
2025-02-03 16:54:21,25.3373046875,14.137910653189453,898.3938454163986
2025-02-03 16:54:37,25.3064453125,14.027554614242382,898.4203332881158
2025-02-03 16:54:52,25.265234375,14.035744988675814,898.3947454237917
2025-02-03 16:55:07,25.239453125,14.007224028837767,898.4026900169057
2025-02-03 16:55:23,25.2240234375,14.025736175735538,898.3706791516151
2025-02-03 16:55:38,25.20859375,14.032972252874469,898.3965271571686
2025-02-03 16:55:54,25.1724609375,14.082843974433597,898.3726510272121
2025-02-03 16:56:09,25.136328125,14.305126777325192,898.396577124622
2025-02-03 16:56:24,25.10546875,14.135253521067284,898.3869655965615
2025-02-03 16:56:40,25.0900390625,14.273169123535235,898.3755545835309
2025-02-03 16:56:55,25.048828125,14.346200959058104,898.3641420469226
2025-02-03 16:57:11,25.0076171875,14.432069014866569,898.382726718747
2025-02-03 16:57:26,24.9560546875,14.209612957524246,898.3787752492852
2025-02-03 16:57:41,24.91484375,14.30048686384823,898.3691402543657
2025-02-03 16:57:57,24.894140625,14.30300356777917,898.3829424907977
2025-02-03 16:58:12,24.8478515625,14.381952151653424,898.3738215140195
2025-02-03 16:58:28,24.8529296875,14.430195395022583,898.3600891329268
2025-02-03 16:58:43,24.8271484375,14.448358497844934,898.3920292462436
2025-02-03 16:58:58,24.8013671875,14.391671349419026,898.4196173723791
2025-02-03 16:59:14,24.7962890625,14.445846349352294,898.3532591179746
2025-02-03 16:59:29,24.791015625,14.500029857622478,898.380201665827
2025-02-03 16:59:45,24.806640625,14.337481118196493,898.4024532581402
2025-02-03 17:00:00,24.8375,14.449295351479911,898.3903127530215
2025-02-03 17:00:16,24.8375,14.335587797588637,898.3959192784685
2025-02-03 17:00:31,24.86328125,14.512889701549405,898.3772546100233
2025-02-03 17:00:46,24.8736328125,14.434260221377475,898.4080218498565
2025-02-03 17:01:02,24.91484375,14.390087617391265,898.4000413547891
2025-02-03 17:01:17,24.925,14.431126587189203,898.4274407981497
2025-02-03 17:01:33,24.9560546875,14.310186344732955,898.387885035167
2025-02-03 17:01:48,24.971484375,14.51196576369453,898.4032657759658
2025-02-03 17:02:03,24.997265625,14.61788186021143,898.3928929775886
2025-02-03 17:02:19,25.023046875,14.27695636680069,898.3974439862423
2025-02-03 17:02:34,25.0435546875,14.323015003014707,898.4164643762313
2025-02-03 17:02:50,25.0693359375,14.410451483360124,898.381517702978
2025-02-03 17:03:05,25.0951171875,14.368137553672513,898.423104738208
2025-02-03 17:03:20,25.100390625,14.49255919910124,898.4036853193838
2025-02-03 17:03:36,25.1416015625,14.377535399126728,898.3732675013201
2025-02-03 17:03:51,25.15703125,14.261857937649467,898.4464994521477
2025-02-03 17:04:07,25.1828125,14.272825776042064,898.4382810776535
2025-02-03 17:04:22,25.1982421875,14.30793075050377,898.4583567483883
2025-02-03 17:04:38,25.234375,14.103494024599364,898.4526699131619
2025-02-03 17:04:53,25.239453125,14.101905630579314,898.4525003888091
2025-02-03 17:05:08,25.2240234375,14.14488162124061,898.4457153564892
2025-02-03 17:05:24,25.2755859375,14.160219374764706,898.4119219582885
2025-02-03 17:05:39,25.2806640625,14.135751425654425,898.4066806365976
2025-02-03 17:05:55,25.316796875,14.169913627095637,898.3950159463807
2025-02-03 17:06:10,25.34765625,14.156099081934089,898.4196131158815
2025-02-03 17:06:25,25.368359375,14.141957813856342,898.4400430919402
2025-02-03 17:06:41,25.3888671875,14.004895856053302,898.4320887467775
2025-02-03 17:06:56,25.4146484375,14.199652521223399,898.4246747641029
2025-02-03 17:07:12,25.419921875,14.084831207725106,898.4227646753741
2025-02-03 17:07:27,25.45078125,14.126237739239121,898.4272775245131
2025-02-03 17:07:42,25.4712890625,14.064720025121444,898.4344974961549
2025-02-03 17:07:58,25.4869140625,14.0217279336855,898.4064602395399
2025-02-03 17:08:13,25.4919921875,13.979360619359298,898.4372884619951
2025-02-03 17:08:29,25.5126953125,13.991282647533428,898.4655081445985
2025-02-03 17:08:44,25.5228515625,14.216845597242989,898.4344771909306
2025-02-03 17:09:00,25.533203125,14.167572044831926,898.4322117095722
2025-02-03 17:09:15,25.5486328125,13.988088626714532,898.4652032955279
2025-02-03 17:09:30,25.5744140625,14.213677555050232,898.440597096169
2025-02-03 17:09:46,25.584765625,13.97392534756801,898.4223143475964
2025-02-03 17:10:01,25.58984375,14.18164674057875,898.4502544656873
2025-02-03 17:10:17,25.6259765625,14.175047552782834,898.426088748558
2025-02-03 17:10:32,25.636328125,14.20359742414912,898.4254304336608
2025-02-03 17:10:47,25.636328125,14.185073119234325,898.4175615533699
2025-02-03 17:11:03,25.6466796875,14.130457942869237,898.4459458048062
2025-02-03 17:11:18,25.662109375,14.153984524262576,898.459586422514
2025-02-03 17:11:34,25.6775390625,14.164960039151302,898.4460081046001
2025-02-03 17:11:49,25.69296875,14.158996924612586,898.4480579914973
2025-02-03 17:12:04,25.6982421875,14.27667576232638,898.4595361736126
2025-02-03 17:12:20,25.7083984375,14.305869526402278,898.4263237102347
2025-02-03 17:12:35,25.7291015625,14.04250551112338,898.4667409561354
2025-02-03 17:12:51,25.739453125,14.119723366075782,898.439961280299
2025-02-03 17:13:06,25.7548828125,14.131012683898465,898.4690692146892
2025-02-03 17:13:21,25.7291015625,14.16242138205988,898.4662993829224
2025-02-03 17:13:37,25.749609375,14.11813225162139,898.4616379019621
2025-02-03 17:13:52,25.7857421875,14.09332179825459,898.4602442562639
2025-02-03 17:14:08,25.7806640625,14.0638130586251,898.4477705083594
2025-02-03 17:14:23,25.7548828125,14.035586406427107,898.4564809589165
2025-02-03 17:14:39,25.7806640625,14.057534396277855,898.4447729352062
2025-02-03 17:14:54,25.7703125,14.13571183991013,898.466239017834
2025-02-03 17:15:09,25.7083984375,14.109386991396114,898.4513836893609
2025-02-03 17:15:25,25.749609375,13.969979317111918,898.4318078354698
2025-02-03 17:15:40,25.7908203125,14.164257604729722,898.4562493960874
2025-02-03 17:15:56,25.7806640625,14.104611570859253,898.4568061844045
2025-02-03 17:16:11,25.8115234375,14.174923364110612,898.4767615552522
2025-02-03 17:16:26,25.826953125,14.096414628673395,898.4743668139303
2025-02-03 17:16:42,25.8423828125,14.161079527677451,898.4680916798486
2025-02-03 17:16:57,25.8580078125,13.975194363450301,898.4784070607343
2025-02-03 17:17:13,25.8630859375,14.022605540162052,898.4795670610055
2025-02-03 17:17:28,25.8734375,14.045513181727545,898.4684103166032
2025-02-03 17:17:43,25.8734375,14.319300176481114,898.467850097937
2025-02-03 17:17:59,25.8939453125,14.158225535928592,898.4626921605059
2025-02-03 17:18:14,25.8888671875,14.228866145890626,898.4907995816449
2025-02-03 17:18:30,25.904296875,14.216934225342323,898.452253800731
2025-02-03 17:18:45,25.904296875,14.287889767048503,898.4363413531346
2025-02-03 17:19:01,25.8939453125,14.217559195870091,898.4621314460029
2025-02-03 17:19:16,25.9146484375,14.10921929688913,898.4546928482262
2025-02-03 17:19:31,25.89921875,14.049242100090497,898.4293403699277
2025-02-03 17:19:47,25.9197265625,14.037309285521152,898.4568504594941
2025-02-03 17:20:02,25.8888671875,13.817508215155552,898.4592535359182
2025-02-03 17:20:18,25.8939453125,13.925548953905807,898.4433411241652
2025-02-03 17:20:33,25.8939453125,13.961018835516013,898.4569734261098
2025-02-03 17:20:48,25.8939453125,13.930871576006302,898.4390602703929
2025-02-03 17:21:04,25.878515625,13.985526221920951,898.4484990183097
2025-02-03 17:21:19,25.8734375,13.967627889113515,898.46497174699
2025-02-03 17:21:35,25.8734375,13.872813516432736,898.4219896515631
2025-02-03 17:21:50,25.8423828125,14.094193872145134,898.4778478028943
2025-02-03 17:22:05,25.801171875,13.954849197502911,898.4281867442961
2025-02-03 17:22:21,25.7806640625,13.98595848413262,898.4460514865284
2025-02-03 17:22:36,25.765234375,13.993206906631311,898.4295332986956
2025-02-03 17:22:52,25.74453125,13.868584100926052,898.4346901551055
2025-02-03 17:23:07,25.7291015625,13.726728817709057,898.4439538902138
2025-02-03 17:23:23,25.7033203125,13.752516367150948,898.4343074763161
2025-02-03 17:23:38,25.6724609375,13.586821844834327,898.4654666984937
2025-02-03 17:23:53,25.636328125,13.612935929198185,898.4639650777295
2025-02-03 17:24:09,25.60546875,13.763631371569659,898.4410056327921
2025-02-03 17:24:24,25.584765625,14.0093839485413,898.4708767701982
2025-02-03 17:24:40,25.5640625,13.838398183551854,898.4359900167603
2025-02-03 17:24:55,25.5228515625,13.96552545282323,898.4568156797038
2025-02-03 17:25:10,25.50234375,13.818409226806333,898.4184879691734
2025-02-03 17:25:26,25.4869140625,13.89654858867025,898.4759175808208
2025-02-03 17:25:41,25.455859375,13.862702257619317,898.4646306982661
2025-02-03 17:25:57,25.430078125,13.823544615583907,898.488594588733
2025-02-03 17:26:12,25.39921875,13.806625657973402,898.4796512250853
2025-02-03 17:26:27,25.368359375,13.96413628939598,898.4881451804619
2025-02-03 17:26:43,25.3373046875,13.911473000465651,898.4797378120364
2025-02-03 17:26:58,25.34765625,13.810483514554415,898.465995016441
2025-02-03 17:27:14,25.316796875,13.883910282654908,898.4739437063902
2025-02-03 17:27:29,25.2859375,13.897428334380333,898.4638141342755
2025-02-03 17:27:45,25.2240234375,13.98434850986973,898.4853027578193
2025-02-03 17:28:00,25.1775390625,13.898514106812188,898.4658424185467
2025-02-03 17:28:15,25.162109375,14.013597651245814,898.4750423955525
2025-02-03 17:28:31,25.13125,13.937763925509826,898.4752002793172
2025-02-03 17:28:46,25.0951171875,13.969138733421984,898.4711855529158
2025-02-03 17:29:02,25.074609375,13.987645337818428,898.4695440853595
2025-02-03 17:29:17,25.05390625,14.197970513315758,898.5039607312492
2025-02-03 17:29:32,24.997265625,13.854502914249885,898.4614978635989
2025-02-03 17:29:48,24.9869140625,14.124992174182227,898.481716398436
2025-02-03 17:30:03,24.95078125,14.114670354611865,898.4767036326073
2025-02-03 17:30:19,24.919921875,14.18173930622924,898.4669265493008
2025-02-03 17:30:34,24.91484375,14.06236462555801,898.469689473684
2025-02-03 17:30:49,24.9095703125,14.242535812985402,898.484683568003
2025-02-03 17:31:05,24.894140625,14.243169315959474,898.478338882111
2025-02-03 17:31:20,24.86328125,14.072443735944221,898.4451140738764
2025-02-03 17:31:36,24.8220703125,14.146713464042021,898.5053179604491
2025-02-03 17:31:51,24.7962890625,14.225661625575443,898.4299763914532
2025-02-03 17:32:07,24.76015625,14.245091787186809,898.468312215872
2025-02-03 17:32:22,24.7498046875,14.340623855905463,898.470028519405
2025-02-03 17:32:37,24.780859375,14.232246178438436,898.4579559890782
2025-02-03 17:32:53,24.8013671875,14.23035770638844,898.4808899668107
2025-02-03 17:33:08,24.81171875,14.18837445885819,898.4715072477034
2025-02-03 17:33:24,24.842578125,14.234408685188829,898.4859170902569
2025-02-03 17:33:39,24.8890625,14.106884478062021,898.4830968238514
2025-02-03 17:33:54,24.91484375,14.146968905376186,898.4928105705721
2025-02-03 17:34:10,24.925,14.026319528178512,898.4919404356297
2025-02-03 17:34:25,24.96640625,14.274466263543518,898.5136682532153
2025-02-03 17:34:41,24.9611328125,14.167939249997314,898.5114955869649
2025-02-03 17:34:56,24.9765625,14.058874071194793,898.4988852383926
2025-02-03 17:35:11,24.997265625,14.136587594289525,898.5074696611119
2025-02-03 17:35:27,24.9919921875,13.98678534168187,898.5034409671237
2025-02-03 17:35:42,24.997265625,14.135002901793737,898.4838180597961
2025-02-03 17:35:58,25.028125,14.050378970893815,898.5148627099823
2025-02-03 17:36:13,25.0384765625,14.163190365121075,898.4792594279663
2025-02-03 17:36:29,25.0693359375,14.11333106739429,898.4764126122741
2025-02-03 17:36:44,25.0900390625,14.117387270442222,898.4780542454107
2025-02-03 17:36:59,25.110546875,14.086972251522281,898.516491409345
2025-02-03 17:37:15,25.126171875,14.157490807961159,898.5082811716774
2025-02-03 17:37:30,25.1416015625,14.263113588817525,898.513276405268
2025-02-03 17:37:46,25.162109375,14.166558321700935,898.5041578409259
2025-02-03 17:38:01,25.1724609375,13.987224215478433,898.5229692077999
2025-02-03 17:38:16,25.213671875,13.86680086584855,898.5111475858415
2025-02-03 17:38:32,25.2291015625,13.947974813241382,898.542349821326
2025-02-03 17:38:47,25.2498046875,14.06679896052085,898.5310592670367
2025-02-03 17:39:03,25.2548828125,13.887428292623143,898.5361282576558
2025-02-03 17:39:18,25.265234375,13.90498676230174,898.5400141139273
2025-02-03 17:39:33,25.2703125,13.969567970867946,898.5703970670572
2025-02-03 17:39:49,25.2859375,13.95701064295445,898.5487137399717
2025-02-03 17:40:04,25.3064453125,13.812405760306337,898.5358716392512
2025-02-03 17:40:20,25.316796875,13.954457230491947,898.551244512373
2025-02-03 17:40:35,25.34765625,13.982981225268272,898.5736820291376
2025-02-03 17:40:50,25.378515625,13.987344278063746,898.5597593653478
2025-02-03 17:41:06,25.39921875,13.955622896851429,898.5552439813077
2025-02-03 17:41:21,25.430078125,14.032145134131724,898.6044351950682
2025-02-03 17:41:37,25.4353515625,14.002345828391428,898.5641897787027
2025-02-03 17:41:52,25.425,13.757664794157822,898.532275481751
2025-02-03 17:42:08,25.445703125,13.809700981642477,898.5459260739672
2025-02-03 17:42:23,25.4611328125,13.832898750334605,898.5508898557651
2025-02-03 17:42:38,25.4869140625,13.754115352736493,898.5498029970263
2025-02-03 17:42:54,25.5126953125,14.145627762700908,898.5638978768891
2025-02-03 17:43:09,25.533203125,13.977448350817935,898.5483339464711
2025-02-03 17:43:25,25.53828125,13.940709886015897,898.5220126191181
2025-02-03 17:43:40,25.5744140625,13.724798948185875,898.5321203066816
